transcript_id,LNCaP_DHT_RNA_rep1,LNCaP_DHT_RNA_rep2,LNCaP_Veh_RNA_rep1,LNCaP_Veh_RNA_rep2
NM_001017402,0.177226,0.17013,0.191048,0.200309
NM_004970,0.0,0.0,0.0,0.0
NM_000586,0.0,0.0,0.0,0.0
NR_131092,0.0,0.0,0.0,0.0
NR_002781,0.036532,0.053364,0.0,0.037607
NM_001243169,0.0,0.0,0.0,0.0
NM_005371,5.010153,5.433513,4.49718,5.096856
NR_002787,0.0,0.0,0.0,0.0
NM_001243160,0.08303,0.02591,0.017237,0.038485
NR_002786,1.018359,1.028361,1.036083,1.029973
NM_006534,0.832906,3.415437,1.382234,0.704039
NM_006537,2.840832,3.003855,2.567696,2.464764
NM_006536,0.0,0.0,0.0,0.00911
NM_006531,2.796034,3.98789,5.896085,3.878664
NM_006530,17.086922,22.015989,23.199322,23.480518
NM_006533,0.022776,0.0,0.0,0.0
NM_006532,4.060821,3.963227,3.849135,3.947699
NM_001202548,0.015405,0.098701,0.057118,0.013807
NM_001202549,0.007973,0.002012,0.003757,0.005339
NM_006539,0.0,0.0,0.0,0.0
NM_006538,1.844059,0.215773,0.388996,0.431965
NM_001206652,0.027749,0.007966,0.008847,0.017502
NM_001206653,0.089641,0.027699,0.033532,0.0185
NM_001127221,0.0,0.0,0.0,0.0
NM_001206651,1.650521,0.727499,0.917035,0.0
NM_001127227,0.001285,0.001299,0.001217,0.001721
NM_001127226,0.0,0.001263,0.0,0.00162
NM_001206654,0.0,0.0,0.087712,1.040684
NM_175725,0.0,0.0,0.0,0.0
NM_001127229,18.983515,17.495926,28.188135,18.569931
NM_001127228,43.671978,44.328106,47.261482,45.127625
NM_178536,0.125117,0.0,0.129772,0.130042
NM_006737_2,0.0,0.0,0.0,0.0
NR_110635,0.0,0.0,0.0,0.0
NR_110634,0.018702,0.046256,0.040485,0.028352
NR_110633,0.0,0.0,0.0,0.0
NR_110632,0.0,0.0,0.0,0.0
NR_110631,0.0,0.0,0.0,0.0
NR_110630,0.226461,0.302416,0.211859,0.212281
NR_131091,0.0,0.0,0.0,0.0
NM_000544_8,0.0,0.0,0.0,0.0
NM_000544_5,0.0,0.0,0.0,0.0
NM_000544_4,0.0,0.0,0.0,0.0
NM_000544_7,0.0,0.0,0.0,0.0
NM_000544_6,0.0,0.0,0.0,0.0
NM_000544_3,0.0,0.0,0.0,0.0
NM_000544_2,0.0,0.0,0.0,0.0
NM_152585_2,0.0,0.0,0.0,0.006063
NM_078467,0.0,0.0,0.0,0.0
NM_001281779,2.582042,1.972077,1.648689,1.878844
NM_001271838,3.905012,3.155177,3.006599,3.763028
NM_001302927,0.0,0.0,0.0,0.0
NM_001271830,0.0,0.0,0.0,0.0
NM_001271831,0.383139,0.512823,0.322811,0.553927
NM_001271832,2.091422,1.723166,2.848128,2.680793
NM_001271833,0.0,0.004061,0.0,0.0
NM_001271834,0.179914,0.310307,0.289772,0.175333
NM_001271835,0.0,0.024924,0.103423,0.041743
NM_001271836,0.173441,0.175205,0.0,0.120321
NM_001271837,0.037105,9.016985,7.030097,5.131343
NM_001287062,1.293587,1.406204,1.5165,1.556495
NM_001244584,4.742632,6.565498,3.64366,3.058708
NM_014234_2,1.556428,1.525457,1.457063,1.432382
NM_001244585,0.479076,2.076169,0.464061,0.59406
NR_106933_2,0.054949,0.056402,0.077193,0.07015
NM_183337,0.0,0.0,0.0,0.0
NM_001302926,0.0,0.0,0.0,0.0
NM_014234_3,1.504977,1.461502,1.473751,1.421277
NM_012131,0.0,0.0,0.0,0.0
NM_001244583,0.0,0.0,0.0,0.0
NR_015343,0.0,0.0,0.0,0.0
NR_015342,0.0,0.0,0.080503,0.13394
NR_015341,3.289599,3.54476,3.401842,3.401429
NM_012133,33.402683,33.730217,31.106842,31.630938
NM_001204078_7,0.016622,0.015098,0.05331,0.056102
NM_001204078_6,0.060328,0.014914,0.045704,0.048422
NM_001204078_5,0.017292,0.015082,0.053314,0.056091
NM_001204078_4,0.028798,0.016336,0.057211,0.054921
NM_001287060,5.510101,5.264498,4.937389,5.132163
NM_001204078_2,0.067417,0.021394,0.070127,0.063864
NM_012135,3.229454,3.264956,3.396756,3.318682
NM_001142806,0.009434,0.012066,0.0065,0.012955
NR_015445_2,0.027673,0.027911,0.0,0.0
NM_153042,19.054714,18.93898,19.302805,19.685558
NR_038957,0.0,1.803633,0.015775,0.03499
NM_001204492,1.017802,0.973885,1.141276,1.012926
NM_152288,3.815906,3.590167,3.381306,3.571637
NM_001297703,0.00928,0.0,0.0,0.0
NM_152285,7.890381,7.527104,7.389189,7.352358
NM_152284,7.69908,8.022453,7.60148,7.859407
NM_152287,0.293405,0.0,0.147289,0.0
NM_152286,0.005799,0.005482,0.005038,0.0
NM_152281,1.598438,2.005992,1.681971,1.95845
NM_152280,0.148,0.121209,0.163637,0.159455
NM_152283,2.657951,3.083298,1.718714,2.256647
NM_173354_2,0.833553,0.840191,0.705997,0.727403
NR_038954,0.0,0.0,0.0,0.0
NM_001297706,0.0,0.0,0.0,0.0
NR_038952,0.101421,0.0,0.0,0.0
NM_012312_33,0.0,0.0,0.0,0.0
NM_012312_32,0.0,0.0,0.0,0.0
NM_012312_31,0.0,0.0,0.0,0.0
NM_012312_30,0.0,0.0,0.0,0.0
NR_038951,0.220485,0.272625,0.279005,0.303218
NM_012312_35,0.0,0.0,0.0,0.0
NM_012312_34,0.0,0.0,0.0,0.0
NR_038950,0.0,0.0,0.0,0.0
NM_001190879,4.281215,4.619258,5.138746,5.226439
NM_001001290,0.258382,0.210276,0.228691,0.225093
NM_031430_2,1.39663,1.44761,1.239824,1.174438
NM_001100631,0.0,0.0,0.0,0.0
NM_001278405_2,0.0,0.0,0.0,0.0
NM_013289_16,0.0,0.0,0.0,0.0
NM_001034914,0.0,0.0,0.0,0.0
NM_001034915,5.041417,5.13784,5.170465,5.259792
NM_198694,0.0,0.0,0.0,0.0
NM_003956,0.0,0.0,0.0,0.0
NM_198695,0.0,0.0,0.0,0.0
NM_201253,0.0,0.0,0.0,0.0
NM_001288564,0.115321,0.036723,0.084447,0.03093
NM_201262,1.489399,1.505881,1.648123,1.417095
NM_201263,7.099377,7.163548,7.467167,8.073935
NM_001001740,4.934115,4.970528,5.024412,4.796304
NM_201266,0.0,0.0,0.0,0.003153
NM_201267,0.0,0.0,0.0,0.0
NM_201264,0.0,0.0,0.0,0.0
NM_201265,3.321439,2.81853,3.036175,3.134441
NR_023360,0.535479,0.459055,0.694205,0.488295
NR_023361,6.649333,3.660204,6.055931,7.948825
NR_023362,0.0,0.0,0.0,0.0
NM_201269,24.277929,24.78911,25.782354,26.597668
NR_023364,0.0,0.0,0.0,0.0
NR_023365,0.0,0.0,0.0,0.0
NR_023366,0.0,0.0,0.0,0.0
NM_001135214,4.688,3.5327,7.312201,3.394585
NM_182524,10.580709,9.219972,7.829159,9.340728
NM_182527,0.02105,0.025608,0.035391,0.046109
NM_182526,0.739347,0.783535,0.859619,0.907633
NM_182521,0.0,0.0,0.0,0.0
NM_198692,0.0,0.0,0.0,0.0
NM_182523,8.76401,9.626154,6.916586,7.19883
NM_001173533,0.281051,0.283623,0.465047,0.0
NM_198693,0.0,0.0,0.009204,0.0
NM_182529,1.004079,1.217908,0.974194,1.082935
NM_152830,0.0,0.0,0.0,0.0
NM_001198944,0.0,0.0,0.0,0.0
NM_173595,4.458942,4.63701,4.031436,4.035582
NM_173596,0.0,0.022293,0.0,0.018929
NR_046098,0.032121,0.0,0.0,0.0
NM_001198940,0.0,0.0,0.0,0.009564
NM_173591,0.046595,0.055519,0.036027,0.041221
NM_001198942,0.010461,0.009704,0.005037,0.007983
NM_173593,0.739285,0.771231,0.522319,0.634546
NR_046093,0.0,0.0,0.0,0.0
NM_001287816,4.523561,1.843456,2.033665,5.279677
NM_001287815,35.085403,28.446014,31.836449,32.168621
NR_046090,0.0,0.0,0.0,0.0116
NR_046097,0.0,0.034329,0.022143,0.01316
NR_046096,0.02617,0.0,0.004997,0.007369
NR_046095,0.0,0.0,0.0,0.0
NR_046094,0.0,0.0,0.0,0.0
NM_152834,16.618555,16.4797,16.380217,16.949984
NR_023312,31.291487,24.586283,34.904419,26.732841
NM_001243751,5.728022,9.9559,5.187918,5.818945
NM_001199011,0.144363,0.157989,0.147141,0.129281
NM_001135816,0.041922,0.035375,0.040017,0.060334
NM_001199013,1.046647,0.764387,1.734367,1.400916
NM_001199012,0.024417,0.032671,0.025075,0.032748
NM_206810_3,0.0,0.0,0.0,0.0
NM_001135812,3.103083,2.659541,3.109624,3.358761
NM_001199017,3.031634,1.940147,3.01861,1.000298
NM_182537,0.0,0.0,0.0,0.0
NR_036145_4,0.114256,0.0,0.035326,0.0
NM_001199018,0.014085,1.915471,0.023936,0.013289
NR_036145_6,0.011023,0.0,0.007402,0.0
NM_001253900,0.009162,0.0,0.230971,0.034586
NR_036145_2,0.003834,0.004864,0.030474,0.005012
NR_036145_3,0.007652,0.0,0.028685,0.0
NM_001286820_2,0.011153,0.009277,0.007221,0.00705
NM_001105571,0.0,0.0,0.0,0.0
NM_001105570,13.64537,13.860144,12.366694,11.877466
NR_125730_3,3.042504,3.129493,3.510564,3.625263
NR_125730_2,1.745343,1.719937,1.770392,0.0
NM_001105576,0.113231,0.167536,0.174683,0.179096
NM_172171,2.48488,2.501602,2.665572,2.522724
NM_172170,2.693293,3.191401,3.554087,2.619124
NM_172173,1.528805,1.282635,0.0,1.261541
NM_172175,0.0,0.044739,0.0,0.0
NM_172177,8.920847,8.3179,7.864677,15.227073
NM_018502,3.695768,3.623367,1.362978,3.728063
NR_046728,0.0,0.0,0.058671,0.083248
NM_001256511_2,9.376536,9.748676,8.017859,8.508557
NM_001040437_5,0.749616,0.950946,0.647781,0.754625
NM_001040437_2,0.745926,0.933137,0.634908,0.747182
NR_104462,0.495094,0.563642,0.157042,0.159956
NM_020390,1.757638,1.781058,1.540402,1.65215
NM_020393,0.0,0.0,0.0,0.0
NM_020395,4.968394,4.273263,4.252597,4.018324
NM_020394,1.254714,1.270453,1.286377,1.314134
NM_020397,0.493609,0.706156,0.783489,2.234016
NM_020396,0.0,0.0,0.0,0.0
NM_020399,0.716758,0.589665,0.824231,0.69477
NM_020398,0.0,0.005484,0.0,0.0
NM_001012728,0.0,0.0,0.0,0.0
NM_001145159,0.811212,0.680508,1.13843,0.850199
NM_144598,3.870996,3.79749,3.310467,3.279601
NM_144599,8.060831,7.709658,6.982487,7.183561
NM_181762,3.544933,3.171361,0.0,2.257616
NM_144593,0.0,0.016841,0.021145,0.025218
NM_144590,0.81326,0.800896,0.554323,0.613914
NM_144591,0.122295,0.166906,0.06884,0.0
NM_144596,14.033288,15.554871,13.673366,14.83882
NM_144597,3.363072,3.190119,3.008772,3.062602
NM_144594,0.030855,0.006725,0.026312,0.016085
NM_144595,0.0,0.0,0.0,0.0
NM_001285524,0.0,0.0,0.0,0.0
NM_001285527,0.0,0.0,0.0,0.0
NM_001285526,0.0,0.0,0.0,0.0
NM_001285523,0.0,0.0,0.0,0.0
NM_001285522,0.0,0.000214,0.0,0.0
NM_001285528,0.0,0.0,0.0,0.0
NM_001289415,0.410111,0.871953,0.447097,0.317046
NM_001289414,0.0,0.01527,0.006763,0.003699
NM_001289417,1.714491,1.899058,1.655728,0.09107
NM_001289416,0.245755,0.271752,0.128235,0.259543
NM_001289411,2.835081,2.95003,3.249978,2.943205
NM_001289410,0.953272,1.95281,0.792415,1.23633
NM_001289413,0.394681,0.113265,0.06849,0.074562
NM_001289412,0.143109,0.148552,0.102321,0.145413
NM_001123392_10,0.097778,0.113652,0.096828,0.0998
NM_001123392_11,0.0,0.0,0.0,0.041588
NM_001123392_12,0.0,0.0,0.0,0.0
NM_001123392_13,0.0,0.0,0.0,0.0
NM_001289419,4.585163,3.036303,3.876452,4.55266
NM_001289418,0.568527,0.643677,0.348381,0.33354
NM_001123392_16,0.0,0.0,0.0,0.0
NM_017998,2.569904,2.565862,2.750535,2.757777
NM_002023,0.051724,0.030674,0.01945,0.043861
NM_002022,1.947702,2.146028,1.938164,1.943621
NM_138273_2,0.0,0.0,0.008813,0.0
NM_002020,0.033679,0.039185,0.087313,0.072386
NM_002027,21.048313,20.277508,21.420172,21.254719
NM_002026,4.278596,2.635224,2.541972,4.747731
NM_138273_6,0.0,0.0,0.000884,0.0
NM_138273_7,0.0,0.0,0.007069,0.0
NM_002029,0.0,0.0,0.0,0.0
NM_002028,1.699586,1.947719,1.611828,0.879843
NM_001242713,0.906603,0.766779,0.991893,1.098873
NR_072994_7,0.0,2.903724,0.0,1.335298
NR_072994_4,3.303328,2.94255,3.603033,1.258896
NM_001039152,0.003226,0.0,0.0,0.0
NR_072994_2,3.363308,3.000167,3.64366,1.305389
NR_046082,0.582073,0.506465,0.349429,0.306848
NM_001305141_2,5.98463,6.045808,10.671893,4.769288
NM_001003895_2,0.0,0.0,0.0,0.0
NM_001076680,3.555538,3.416748,3.224236,3.02466
NM_001025161,0.0,0.0,0.0,0.0
NM_001076682,0.0,0.0,0.0,0.0
NM_001076683,4.469469,3.430889,7.434132,9.936879
NM_001029859,2.838379,2.904241,2.324628,2.435504
NM_001029858,0.024127,0.026375,0.020451,0.019289
NM_001114636,2.532444,2.486763,2.293617,1.916409
NM_052945,0.053728,0.043114,0.048723,0.072426
NM_001114634,0.0,0.0,0.071659,0.0
NM_001114635,0.046217,0.07134,0.0,0.105132
NM_001114632,5.491918,5.175056,4.961674,4.623075
NM_001114633,1.462429,1.446812,1.349939,1.428055
NM_001029853,0.0,0.0,0.0,0.0
NM_001029852,0.0,0.0,0.0,0.0
NM_001291663,0.026855,0.021216,0.037499,0.02986
NM_001109878_2,0.0,0.0,0.0,0.0
NM_001291905_2,0.01502,0.0,0.0,0.003912
NM_001291905_3,0.011014,0.00569,0.0,0.004603
NR_026576,0.0,0.0,0.0,0.0
NM_001163_2,0.480783,0.458384,0.476485,0.52962
NM_207372,0.0,0.0,0.010835,0.014214
NM_207373,0.0,0.0,0.0,0.0
NM_207370,0.282541,0.279336,0.265598,0.272995
NM_207371,0.071761,0.061405,0.04538,0.040226
NM_001291475_4,0.0,0.0,0.0,0.0
NM_207377,0.0,0.263751,0.0,0.326417
NM_001291475_6,0.0,0.0,0.0,0.0
NM_207375,0.0,0.0,0.0,0.037463
NM_002586_5,1.217578,1.159504,1.115087,1.14403
NM_001135823,0.0,0.0,0.0,0.0
NM_001025290,0.0,0.0,0.0,0.0
NM_178434,0.0,0.0,0.0,0.0
NM_002586_7,1.210188,1.15916,1.124116,1.135705
NM_001025295,0.037183,0.01387,0.0,0.0
NM_005552,17.422319,10.042493,9.896536,14.932058
NR_048555,0.0,2.732401,0.0,0.0
NM_005550,0.0,0.0,0.0,0.0
NM_005551,1.104334,1.336253,0.534386,0.425177
NM_005556,0.0,0.0,0.0,0.012343
NM_005557,0.0,0.0,0.0,0.0
NM_005554,0.011657,0.023359,0.011233,0.0
NM_005555,0.019885,0.038001,0.01176,0.017056
NM_005558,10.023787,9.60048,9.52217,9.41857
NM_005559,0.180479,0.179335,0.068297,0.076659
NR_048558,0.018712,0.027638,0.036563,0.008815
NR_048559,0.047196,0.024435,0.23662,0.238675
NM_001145468,24.964201,20.120132,21.591131,15.450072
NM_001271318,0.277747,0.179058,0.133368,0.196774
NM_001145461,0.333999,0.506403,0.431878,0.438647
NM_001271314,2.854455,2.629026,3.350708,2.799014
NM_001145463,0.775963,0.541176,0.625414,0.645742
NM_001145462,0.18529,0.184312,0.21053,0.199252
NM_001145465,0.0,0.0,0.0,0.0
NR_110886_3,0.106169,0.094943,0.247507,0.04997
NM_001145467,0.0,0.0,0.0,0.0
NM_001145466,0.0,0.0,0.0,0.0
NR_110561,0.09692,0.121069,0.109018,0.100016
NR_110886_2,0.100283,0.527744,0.209432,0.515016
NR_110541,0.080717,0.111183,0.075164,0.079801
NM_001105244,0.067817,0.040386,0.068532,0.161793
NM_005088,1.405552,2.806622,1.974292,3.199391
NR_036235,0.0,0.0,0.0,0.0
NR_036236,0.0,0.0,0.0,0.0
NR_036237,0.0,0.0,0.0,0.0
NR_036230,1.824222,2.070839,1.350118,1.179482
NR_036231,0.0,0.0,0.0,0.0
NR_036232,0.0,0.0,0.0,0.0
NR_036233,0.034533,0.0,0.065864,0.151911
NM_005080,18.265879,18.956215,24.95158,24.016924
NM_005082,12.313599,12.177321,12.413836,12.472198
NR_110542,0.793929,0.582561,0.843971,0.753697
NR_036238,0.0,0.0,0.0,0.0
NM_005085,3.581719,3.737787,3.642878,3.630592
NM_005086,0.0,0.0,0.004645,0.003315
NM_005087,11.407196,11.336255,12.871362,11.293362
NM_032301,1.522508,1.758422,1.414744,1.456828
NM_032300,0.383105,0.343441,0.292907,0.253909
NM_032303,37.187145,37.721489,39.89286,40.321934
NM_032302,6.75554,6.473798,6.955727,6.799311
NM_032305,4.789651,4.661214,5.111066,5.184632
NM_032304,4.111517,4.43773,3.727069,0.268764
NM_032307,6.105939,6.103257,6.429245,6.721859
NM_032306,6.78579,7.694067,5.794894,5.833923
NM_032309,4.504987,4.870641,3.79649,3.993345
NM_001123067_3,0.099121,0.108415,0.133027,0.100035
NM_001123067_2,0.095324,0.283196,0.223895,0.219727
NM_001201380,0.046391,0.039478,0.040787,0.037631
NR_046512,0.0,0.0,0.0,0.0
NM_001159279,0.00122,0.002542,0.003905,0.003661
NM_015554,5.92487,5.84513,5.793025,5.725776
NR_026823_3,0.006289,0.015462,0.007738,0.009026
NM_033655,0.309907,0.295615,0.270376,0.288872
NM_033656,17.410105,17.279634,18.296055,18.217617
NM_033657,22.247784,21.943542,20.493979,20.875313
NR_045768,0.089668,0.969368,0.034618,0.022446
NM_014219_3,0.0,0.0,0.0,0.0
NM_014219_2,0.0,0.0,0.0,0.0
NM_014219_5,0.0,0.0,0.0,0.0
NM_014219_4,0.0,0.0,0.0,0.0
NM_014219_7,0.0,0.0,0.0,0.0
NM_014219_6,0.0,0.0,0.0,0.0
NM_014219_9,0.0,0.0,0.0,0.0
NM_014219_8,0.0,0.0,0.0,0.0
NM_053016,0.152616,0.174347,0.093016,0.112801
NR_031647,0.0,0.0,0.0,0.0
NR_003659,1.607235,1.55731,1.61047,1.624138
NR_039600,0.103943,0.097653,0.085461,0.151478
NM_178435,0.0,0.0,0.0,0.0
NM_001305038,2.399122,2.574778,2.671092,1.576645
NM_001305039,2.834272,1.969535,2.144721,3.716622
NM_001305035,3.278335,3.124085,3.083523,2.072296
NM_001305036,2.477055,2.646242,2.621933,4.285414
NM_001305037,1.968218,1.993528,2.125749,1.302619
NM_001305033,2.324297,2.66637,2.61498,2.684056
NM_001278691,0.036635,0.02939,0.027324,0.006451
NM_001278690,0.0,0.0,0.0,0.0
NM_001278697,0.0,0.044548,0.1655,0.140218
NM_001278696,0.0,0.0,0.0,0.0
NM_001278695,0.0,0.0,0.0,0.0
NM_001278694,0.0,0.0,0.0,0.0
NM_202494,0.061141,0.105811,0.138204,0.062571
NM_001278699,8.694427,8.330729,5.883029,7.9266
NM_001278698,10.395653,8.881742,10.701963,11.222601
NR_003308,0.068793,0.0,0.007817,0.0
NR_003309,0.0,0.0,0.024003,0.047476
NR_039602,0.584211,0.491001,0.482894,0.288323
NR_003300,0.0,0.0,0.0,0.03971
NR_003301,0.0,0.0,0.0,0.0
NR_003302,0.0,0.052908,0.0,0.0
NR_003303,0.008843,0.0,0.0,0.0
NR_003304,0.0,0.0,0.0,0.0
NR_003305,0.170294,0.17281,0.123761,0.0
NR_003306,0.051719,0.0,0.100671,0.004701
NR_003307,0.0,0.0,0.007034,0.055276
NM_138371,0.442337,0.367365,0.207792,0.457162
NM_138370,0.378913,0.393229,0.297112,0.337295
NM_138373,0.042746,0.00459,0.017325,0.0
NM_138375,0.003391,0.004236,0.003934,0.005995
NM_138374,6.202915,6.11688,6.132323,6.191358
NM_138376,27.821238,27.976688,29.344915,29.016588
NM_001278341,0.131322,0.024191,0.054462,0.086239
NM_138378,1.827912,2.037769,2.260838,2.000813
NM_001278343,0.0,0.0,0.0,0.0
NM_001278342,11.778274,10.709953,10.359497,11.761108
NM_001278344,0.0,0.0,0.00947,0.006126
NM_001278346,0.0,1.883655,2.399117,2.244484
NR_122122,0.650689,0.52853,0.532661,0.535766
NR_122123,0.0,0.0,0.0,0.0
NR_122120,0.019279,0.032425,0.027967,0.026879
NR_122121,1.684326,1.479031,1.285208,1.152806
NR_039603,0.0,0.0,0.0,0.0
NM_001706,2.316467,2.602169,2.275562,1.891511
NR_122124,0.0,0.0,0.0,0.0
NR_122125,0.282291,0.0,0.0,0.0
NM_001018073,0.318462,0.384499,0.348979,0.507117
NM_001018072,0.01962,0.023292,0.012611,0.017014
NM_001709,0.0,0.0,0.0,0.055419
NM_001018070,0.309731,0.368616,0.137991,0.1375
NM_001018077,0.089023,0.063782,0.105943,0.092685
NM_001018076,0.0,0.0,0.0,0.0
NM_001018075,0.0,0.0,0.0,0.0
NM_001018074,0.0,0.0,0.0,0.0
NM_000072,0.0,0.0,0.0,0.0
NM_133494,24.769651,24.815945,24.762016,25.272398
NM_000070,0.127135,0.0,0.360102,0.392319
NM_001253837,0.0,0.006635,0.0,0.0
NM_197949,0.065873,0.023748,0.036808,0.037062
NM_197948,0.04239,0.035559,0.042859,0.029415
NM_016381,3.507609,3.424243,2.236528,2.562277
NM_000075,50.342331,50.504185,48.242325,48.438194
NM_197947,0.131775,0.118078,0.209493,0.29404
NM_000079,0.0,0.0,0.0,0.0
NM_197941,0.106413,0.094637,0.082559,0.073302
NM_133498,0.010262,0.015732,0.025717,0.03685
NM_016388,0.0,0.0,0.0,0.0
NR_106970_4,0.0,0.008685,0.010639,0.009291
NR_106970_5,0.0,0.012792,0.025191,0.007999
NR_106970_6,0.0,0.003832,0.000749,0.004352
NR_106970_7,0.0,0.013254,0.001829,0.008013
NM_001308129,0.0,0.0,0.03385,0.0
NM_001308128,0.0,0.0,0.046044,0.0
NR_106970_2,0.0,0.028827,0.007108,0.008013
NR_106970_3,0.0,0.007658,0.00711,0.002792
NM_001308127,0.308872,0.338598,0.0,0.002199
NM_001308126,0.008324,0.0,0.0,0.0
NM_001308121,0.0,0.0,0.0,0.0
NM_001308120,10.825769,10.380466,10.695251,10.908629
NM_001308123,24.178286,18.875181,25.6294,26.859591
NM_001308122,1.99245,2.66823,0.034169,1.551045
NM_025263_5,0.041084,0.075201,0.021885,0.067862
NM_001251877,0.062463,0.305858,0.062434,0.459442
NM_032830_2,5.712869,5.741926,5.520192,5.576091
NM_003423_2,0.0,0.0,0.0,0.0
NM_078480_2,0.007474,0.003801,0.012403,0.005524
NM_001099639,3.718679,2.825367,2.031654,3.802205
NM_001139467,0.443156,1.082468,1.704613,1.076491
NM_001282170_8,0.0,0.0,0.0,0.0
NR_109969,0.0,0.0,0.0,0.0
NR_109968,0.397639,0.521012,0.425742,0.345915
NM_001161465,3.516248,3.25648,1.978804,1.743593
NR_109965,0.19928,0.158013,0.15102,0.200697
NR_109964,2.562215,2.779643,3.133095,3.080481
NR_109967,0.010137,0.015022,0.0,0.0
NR_109966,0.0,0.0,0.0,0.0
NR_109961,0.0,0.0,0.021318,0.0
NR_109960,0.0,0.0,0.0,0.025107
NR_039606,0.0,0.0,0.0,0.0
NR_109962,0.0,0.0,0.0,0.0
NM_001009570,0.204827,0.357825,0.464401,0.179245
NM_001009571,2.47546,2.617674,2.451345,2.52662
NM_001042762,2.143223,0.0,3.093788,1.95726
NM_019839,0.246738,0.14408,0.363471,0.184412
NM_052995,0.0,0.0,0.0,0.0
NM_005250,0.0,0.0,0.0,0.0
NM_001025930,0.368648,0.348354,0.568278,0.241899
NM_001044393,0.0,0.0,0.0,0.0
NM_001044392,0.0,0.0,0.0,0.0
NM_001044391,0.0,0.0,0.0,0.0
NM_001044390,0.0,0.0,0.0,0.0
NR_106889,0.370651,0.208925,0.257172,0.298261
NM_001282170_5,0.0,0.0,0.0,0.0
NM_001011645,0.231927,0.046573,0.015924,0.430605
NR_034148,0.01921,0.010908,0.022051,0.013534
NR_034149,0.0,0.0,0.0,0.0
NM_016410,27.462675,27.915924,28.072969,27.844843
NR_034144,0.0,0.0,0.0,0.0
NR_034145,0.003785,0.0,0.0,0.0
NR_034146,0.123887,0.146702,0.087176,0.062178
NR_034147,0.0,0.0,0.0,0.0
NR_034140,0.096313,0.101576,0.063515,0.069203
NR_034141,0.0,0.0,0.0,0.0
NR_034142,0.0,0.0,0.0,0.0
NR_034143,0.0,0.0,0.0,0.013639
NR_038870,0.0,0.0,0.0,0.0
NR_038871,0.0,0.084854,0.0,0.0
NR_038872,0.0,0.0,0.0,0.033812
NR_038873,0.064932,0.074138,0.060471,0.041442
NR_038874,0.002536,0.0,0.004025,0.002845
NM_001308036,12.60122,12.485726,14.067831,13.481146
NR_038876,0.05766,0.08142,0.089696,0.073786
NR_038877,0.580152,0.545381,0.477318,0.485432
NR_038878,0.002905,0.017699,0.0089,0.0
NR_038879,1.228691,1.185172,0.560866,1.006021
NM_007009,0.0,0.0,0.0,0.0
NM_001199758,0.055784,0.061056,0.127018,0.101698
NM_032889,3.613192,4.5527,3.989099,3.959521
NM_001199752,0.452592,0.008918,0.00362,0.015531
NM_001199753,0.043336,0.01429,0.226914,0.012892
NM_032880,0.0,0.0,0.0,0.0
NM_032881,4.229679,3.704998,3.703164,3.833891
NM_001199756,0.038471,0.397133,0.017709,0.030969
NM_001199757,0.140441,0.253733,0.079819,0.015952
NM_032884,0.0,0.0,0.0,0.0
NM_032885,1.818533,1.633662,1.135949,1.030405
NR_104328,0.0,0.0,0.0,0.0
NR_104329,0.0,0.0,0.0,0.0
NM_003039,0.008182,0.0,0.0,0.012322
NM_001302959,0.15992,0.194739,0.159439,0.1826
NM_006049,14.600433,13.525303,14.264651,15.176077
NM_006048,24.77409,24.732857,23.353424,23.438892
NR_030641,1e-06,0.100907,0.195552,0.124085
NR_030640,0.088145,0.048602,0.075771,0.032978
NR_104320,8.084352,6.050586,3.157582,2.950242
NR_104321,0.73495,0.81881,1.430543,0.752672
NM_003031,20.128456,12.940723,21.226292,15.473691
NR_104323,11.038326,13.889705,17.453108,21.346653
NM_006041,0.03829,0.047386,0.047972,0.042269
NM_001160331,0.0,0.0,0.0,0.001735
NM_003035,2.701077,2.23067,3.850757,1.964159
NR_104327,0.0,0.0,0.0,0.0
NM_001017528,0.485588,0.602966,0.370882,0.362115
NM_001017529,0.0,0.0,0.0,0.0
NR_029829,0.0,0.0,0.0,0.0
NM_001017520,0.0,0.0,0.0,0.0
NM_001128920,16.706587,14.318674,13.985123,13.252388
NM_001128923,1.326495,1.24594,1.752846,1.384264
NM_001017523,0.0,0.0,0.0,0.0
NM_001128925,0.0,0.0,0.0,0.0
NM_001128924,5.674551,5.130386,5.957207,5.371223
NM_001017526,3.968642,4.196138,2.851852,4.13298
NM_001128926,0.0,0.0,0.0,0.0
NM_001257209,0.0,0.0,0.0,0.0
NM_001257208,0.0,0.0,0.0,0.0
NM_001079827,0.0,0.0,0.0,0.0
NM_001123040,1.343639,1.434478,1.287885,1.171946
NM_001079821,0.0,0.0,0.0,0.0
NM_001257206,0.0,0.0,0.0,0.0
NM_001257205,0.0,0.0,0.0,0.0
NR_047647,0.0,0.0,0.0,0.0
NM_015454,16.303888,15.708656,14.519286,12.635205
NM_001293695,1.269188,1.165677,0.813002,1.252807
NM_001293696,0.839152,0.923055,0.35306,0.40695
NM_001293697,0.241315,0.296769,0.269214,0.768288
NM_001037808,19.902521,24.989769,5.021907,5.315955
NM_001037804,0.0,0.0,0.0,0.0
NM_001037806,1.266362,1.22019,1.147097,1.097729
NM_001293698,0.165844,0.191944,0.153425,0.156693
NM_001289938,0.01974,0.05626,0.030017,0.038099
